review_id,input_text,highlighted_span,disposition,confidence,reason_category,natural_context_ok,suspected_ambiguity,reviewer_notes
V3R-15a09c1a3589,The commission status must remain pending until confirm,commission,,,,,,
V3R-1637cd9e08f1,aaja base ko hisab milaaidim ra baaki clear gara,base,,,,,,
V3R-163a27bca207,review shared surface premium in mixed shop note before close,premium,,,,,,
V3R-168513d5ad04,check scan once before posting — context unclear,scan,,,,,,
V3R-1750d807116d,check page once before posting — context unclear,page,,,,,,
V3R-1753357a319a,branch ledger: employee entry ra chaina baaki milaaune,employee,,,,,,
V3R-177875ff7fec,Please update the column field in the English settings panel,column,,,,,,
V3R-17c4daf6d209,branch ledger: ledger entry ra bihana baaki milaaune,bihana,,,,,,
V3R-1892d7c7ab07,Please update the slip field in the English settings panel,slip,,,,,,
V3R-18a1f721c7a2,aaja node ko hisab milaaidim ra baaki clear gara,node,,,,,,
V3R-18de432599c0,branch ledger: password entry ra sano baaki milaaune,sano,,,,,,
V3R-18dee75c9b42,Please open the asset module and export the report,asset,,,,,,
V3R-18f79e5bff62,review shared surface pan in mixed shop note before close,pan,,,,,,
V3R-19860b3b92a2,branch ledger: reject entry ra yasari baaki milaaune,reject,,,,,,
V3R-19b81032d950,Please open the posted module and export the report,posted,,,,,,
V3R-1acf8251c368,Create a draft capital and leave it unposted,capital,,,,,,
V3R-1b5240303171,Please update the series field in the English settings panel,series,,,,,,
V3R-1b658c707426,Please open the statement module and export the report,statement,,,,,,
V3R-1c091b78ae07,aaja hit ko hisab milaaidim ra baaki clear gara,hit,,,,,,
V3R-1c379c29fcaf,aaja token ko hisab milaaidim ra baaki clear gara,token,,,,,,
V3R-1cef8fa0086c,aaja box ko hisab milaaidim ra baaki clear gara,box,,,,,,
V3R-1cfa3f64ef8e,aaja column ko hisab milaaidim ra baaki clear gara,column,,,,,,
V3R-1d2f24c4a5ea,branch ledger: quarter entry ra usko baaki milaaune,usko,,,,,,
V3R-1d798346ebe5,review shared surface refno in mixed shop note before close,refno,,,,,,
V3R-1dd470e83010,review shared surface txn in mixed shop note before close,txn,,,,,,
V3R-1e0cd51a4d93,check row once before posting — context unclear,row,,,,,,
V3R-1e0f47cf0255,Please update the row field in the English settings panel,row,,,,,,
V3R-1e5f86c4619c,Do not transliterate the word sac in this English sentence,sac,,,,,,
V3R-1f57c7bedfc5,branch ledger: cancel entry ra tara baaki milaaune,cancel,,,,,,
V3R-1f7a7a0771fa,Please update the group field in the English settings panel,group,,,,,,
V3R-1ff093d1a1d5,The closing status must remain pending until confirm,closing,,,,,,
V3R-202cb15c4e92,check charge once before posting — context unclear,charge,,,,,,
V3R-2128d9b30717,check copy once before posting — context unclear,copy,,,,,,
V3R-22756958ec92,Please update the notice field in the English settings panel,notice,,,,,,
V3R-231540b4b9fe,Please update the ratecard field in the English settings panel,ratecard,,,,,,
V3R-233373860e3f,branch ledger: asset entry ra tireko baaki milaaune,asset,,,,,,
V3R-241c40299ec1,aaja scan ko hisab milaaidim ra baaki clear gara,scan,,,,,,
V3R-245f33011ddb,Please update the value field in the English settings panel,value,,,,,,
V3R-246641914a54,check slip once before posting — context unclear,slip,,,,,,
V3R-246c6390f755,Filter by contractor then print the ledger summary,contractor,,,,,,
V3R-250931ca8324,aaja edge ko hisab milaaidim ra baaki clear gara,edge,,,,,,
V3R-2644e44d031a,Keep vendor as Latin identity for the ERP toolbar label,vendor,,,,,,
V3R-27c672db0b72,Please update the warning field in the English settings panel,warning,,,,,,
V3R-28488934b449,Filter by monthly then print the ledger summary,monthly,,,,,,
V3R-2861d4df097d,check credit once before posting — context unclear,credit,,,,,,
V3R-28b15dd77a0a,check access once before posting — context unclear,access,,,,,,
V3R-28e630ad33dc,Please update the sort field in the English settings panel,sort,,,,,,
V3R-2949d240a2f7,review shared surface voucher in mixed shop note before close,voucher,,,,,,
V3R-294eea4bee3c,Please update the shift field in the English settings panel,shift,,,,,,
V3R-295914cae4d1,Please update the flag field in the English settings panel,flag,,,,,,
V3R-296405771fc7,Please update the role field in the English settings panel,role,,,,,,
V3R-297beced41f6,check error once before posting — context unclear,error,,,,,,
V3R-2a340c1ba05e,branch ledger: statement entry ra barsa baaki milaaune,statement,,,,,,
V3R-2b3c4e97ae0c,check select once before posting — context unclear,select,,,,,,
V3R-2b694b31bd71,branch ledger: annual entry ra tapai baaki milaaune,annual,,,,,,
V3R-2b79eda166ca,check label once before posting — context unclear,label,,,,,,
V3R-2bbecc16523a,The hsn status must remain pending until confirm,hsn,,,,,,
V3R-2c7b9bc3b131,aaja draft ko hisab milaaidim ra baaki clear gara,draft,,,,,,
V3R-2c804f0e4b7a,check minute once before posting — context unclear,minute,,,,,,
V3R-2ca0e361c264,aaja copy ko hisab milaaidim ra baaki clear gara,copy,,,,,,
V3R-2cecfde09f7e,Please update the pass field in the English settings panel,pass,,,,,,
V3R-2de5a13cc032,Please update the sign field in the English settings panel,sign,,,,,,
V3R-2f8f5758c52f,aaja bag ko hisab milaaidim ra baaki clear gara,bag,,,,,,
V3R-3033769d8111,Please update the rule field in the English settings panel,rule,,,,,,
V3R-306c2d58d6fc,Please update the account field in the English settings panel,account,,,,,,
V3R-3292f3a37431,aaja stock ko hisab milaaidim ra baaki clear gara,stock,,,,,,
V3R-3298b65fbcf3,Please update the post field in the English settings panel,post,,,,,,
V3R-32ada445ac45,Please update the stock field in the English settings panel,stock,,,,,,
V3R-32ec85ea6ce1,check warranty once before posting — context unclear,warranty,,,,,,
V3R-3316482b369b,Please update the menu field in the English settings panel,menu,,,,,,
V3R-34fdf6705770,aaja sort ko hisab milaaidim ra baaki clear gara,sort,,,,,,
V3R-350e68897ca7,aaja calendar ko hisab milaaidim ra baaki clear gara,calendar,,,,,,
V3R-351923dbf4c4,aaja mail ko hisab milaaidim ra baaki clear gara,mail,,,,,,
V3R-352f396aecb3,Please update the form field in the English settings panel,form,,,,,,
V3R-35baad9cf18d,check code once before posting — context unclear,code,,,,,,
V3R-35f1393c2b70,Sync failed for amortization queue — retry after backup,amortization,,,,,,
V3R-3625b8182b00,Please update the upload field in the English settings panel,upload,,,,,,
V3R-36554126c526,branch ledger: credit entry ra hapta baaki milaaune,credit,,,,,,
V3R-36acbaa3ee58,check cash once before posting — context unclear,cash,,,,,,
V3R-373c90897411,check column once before posting — context unclear,column,,,,,,
V3R-3760c23cd8d7,branch ledger: accrual entry ra kasto baaki milaaune,kasto,,,,,,
V3R-377fec2e68b7,check print once before posting — context unclear,print,,,,,,
V3R-3868816d187a,review shared surface invoice in mixed shop note before close,invoice,,,,,,
V3R-387ad580db45,Please update the bag field in the English settings panel,bag,,,,,,
V3R-392b439ac1c5,The bonus status must remain pending until confirm,bonus,,,,,,
V3R-39313ae11ef6,aaja field ko hisab milaaidim ra baaki clear gara,field,,,,,,
V3R-39c0220aa455,Accounting staff asked about barcode settings in Ask MokXya,barcode,,,,,,
V3R-39f9e6cb5e12,Accounting staff asked about tax settings in Ask MokXya,tax,,,,,,
V3R-3a3f935e9213,Accounting staff asked about confirm settings in Ask MokXya,confirm,,,,,,
V3R-3abb8d78b9d0,Please update the return field in the English settings panel,return,,,,,,
V3R-3afc98949356,Keep unit as Latin identity for the ERP toolbar label,unit,,,,,,
V3R-3b08043c7d75,Do not transliterate the word payable in this English sentence,payable,,,,,,
V3R-3b6b86a215db,Please open the prepaid module and export the report,prepaid,,,,,,
V3R-3bf288176366,Filter by sales then print the ledger summary,sales,,,,,,
V3R-3cb917d8357f,branch ledger: audit entry ra rupiya baaki milaaune,audit,,,,,,
V3R-3d01da403c8c,Please update the bond field in the English settings panel,bond,,,,,,
V3R-3d293a6d570f,Keep cancel as Latin identity for the ERP toolbar label,cancel,,,,,,
V3R-3daa96d9f0fc,check key once before posting — context unclear,key,,,,,,
V3R-3dffd497bd52,Filter by module then print the ledger summary,module,,,,,,
V3R-3eaf6b7f40a3,branch ledger: debit entry ra raati baaki milaaune,raati,,,,,,
V3R-3fab673b6911,Please update the tag field in the English settings panel,tag,,,,,,
V3R-401598bcde7c,Filter by profit then print the ledger summary,profit,,,,,,
V3R-4031b06dd959,aaja form ko hisab milaaidim ra baaki clear gara,form,,,,,,
V3R-411005c16d98,Accounting staff asked about penalty settings in Ask MokXya,penalty,,,,,,
V3R-41794d6253ee,aaja order ko hisab milaaidim ra baaki clear gara,order,,,,,,
V3R-418ce4bb00ea,check limit once before posting — context unclear,limit,,,,,,
V3R-41cfa03babd1,aaja root ko hisab milaaidim ra baaki clear gara,root,,,,,,
V3R-41ea38ed362e,Please update the sheet field in the English settings panel,sheet,,,,,,
V3R-427c38595892,Please update the agenda field in the English settings panel,agenda,,,,,,
V3R-4360dc5bd9dc,aaja access ko hisab milaaidim ra baaki clear gara,access,,,,,,
V3R-43ea050a2624,review shared surface contract in mixed shop note before close,contract,,,,,,
V3R-43eccf62cea3,check box once before posting — context unclear,box,,,,,,
V3R-43ef2b2f7b57,aaja warning ko hisab milaaidim ra baaki clear gara,warning,,,,,,
V3R-43f3f9c8cbb4,Accounting staff asked about backup settings in Ask MokXya,backup,,,,,,
V3R-44a97031bf2a,Create a draft INR and leave it unposted,INR,,,,,,
V3R-44ece77b6d90,Create a draft amount and leave it unposted,amount,,,,,,
V3R-459043c5d75d,aaja graph ko hisab milaaidim ra baaki clear gara,graph,,,,,,
V3R-46444cf46707,Please update the credit field in the English settings panel,credit,,,,,,
V3R-46a0e4f9c2e7,Keep journal as Latin identity for the ERP toolbar label,journal,,,,,,
V3R-46a9c18bfee3,Keep batch as Latin identity for the ERP toolbar label,batch,,,,,,
V3R-4734204d8bc9,aaja gate ko hisab milaaidim ra baaki clear gara,gate,,,,,,
V3R-47bf3c319030,check sort once before posting — context unclear,sort,,,,,,
V3R-48e121aa080c,Please update the condition field in the English settings panel,condition,,,,,,
V3R-49015e87549e,aaja note ko hisab milaaidim ra baaki clear gara,note,,,,,,
V3R-49591728b679,Please update the status field in the English settings panel,status,,,,,,
V3R-4a73bc91841a,aaja check ko hisab milaaidim ra baaki clear gara,check,,,,,,
V3R-4abb4ebf3f34,aaja filter ko hisab milaaidim ra baaki clear gara,filter,,,,,,
V3R-4b4fa8766cf3,Create a draft debitnote and leave it unposted,debitnote,,,,,,
V3R-4b585ff6b535,aaja share ko hisab milaaidim ra baaki clear gara,share,,,,,,
V3R-4bcd8febc4f2,check catalogue once before posting — context unclear,catalogue,,,,,,
V3R-4c011c65d8f6,check node once before posting — context unclear,node,,,,,,
V3R-4c050e96f108,check pass once before posting — context unclear,pass,,,,,,
V3R-4c659eb42d73,branch ledger: allowance entry ra hisab baaki milaaune,allowance,,,,,,
V3R-4ca8705934e3,branch ledger: return entry ra rakha baaki milaaune,return,,,,,,
V3R-4cc8504f044a,check margin once before posting — context unclear,margin,,,,,,
V3R-4cd86c0706b4,aaja table ko hisab milaaidim ra baaki clear gara,table,,,,,,
V3R-4cfa8b592adc,Please open the configuration module and export the report,configuration,,,,,,
V3R-4d5614a46f00,Accounting staff asked about adjustment settings in Ask MokXya,adjustment,,,,,,
V3R-4d8e386a5224,aaja miss ko hisab milaaidim ra baaki clear gara,miss,,,,,,
V3R-4da07d670e4d,check sheet once before posting — context unclear,sheet,,,,,,
V3R-4e25699e3484,branch ledger: import entry ra aaunu baaki milaaune,aaunu,,,,,,
V3R-4f462f29c923,Keep currency as Latin identity for the ERP toolbar label,currency,,,,,,
V3R-4f5e318c4504,aaja permission ko hisab milaaidim ra baaki clear gara,permission,,,,,,
V3R-4fae795d26ee,Please update the download field in the English settings panel,download,,,,,,
V3R-4fc007820f20,Sync failed for employee queue — retry after backup,employee,,,,,,
V3R-4ff9e422c5a6,aaja lock ko hisab milaaidim ra baaki clear gara,lock,,,,,,
V3R-503caff3e257,review shared surface imei in mixed shop note before close,imei,,,,,,
V3R-503e385883c9,branch ledger: provision entry ra pahila baaki milaaune,provision,,,,,,
V3R-50952a20da40,Please update the passbook field in the English settings panel,passbook,,,,,,
V3R-51936b4fea15,aaja policy ko hisab milaaidim ra baaki clear gara,policy,,,,,,
V3R-51e8dab8cf50,Do not transliterate the word sku in this English sentence,sku,,,,,,
V3R-522805dc4ec2,aaja print ko hisab milaaidim ra baaki clear gara,print,,,,,,
V3R-538aeb4eb062,review shared surface license in mixed shop note before close,license,,,,,,
V3R-5398e298991a,aaja menu ko hisab milaaidim ra baaki clear gara,menu,,,,,,
V3R-53ac64b7ad79,aaja option ko hisab milaaidim ra baaki clear gara,option,,,,,,
V3R-53e6edeebb9e,Create a draft settings and leave it unposted,settings,,,,,,
V3R-545197a2dc2e,check share once before posting — context unclear,share,,,,,,
V3R-546744827921,aaja rate ko hisab milaaidim ra baaki clear gara,rate,,,,,,
V3R-54ca61faff41,review shared surface discount in mixed shop note before close,discount,,,,,,
V3R-5542e99f2d6d,Please update the key field in the English settings panel,key,,,,,,
V3R-584e05c745d1,Create a draft kpi and leave it unposted,kpi,,,,,,
V3R-58669fdb0151,review shared surface permit in mixed shop note before close,permit,,,,,,
V3R-58d69ae302f8,Please update the spread field in the English settings panel,spread,,,,,,
V3R-5a09a8385d52,Please update the check field in the English settings panel,check,,,,,,
V3R-5a150b6612d8,branch ledger: daily entry ra lai baaki milaaune,lai,,,,,,
V3R-5a4653ffc35a,Please update the order field in the English settings panel,order,,,,,,
V3R-5af4090c311c,Do not transliterate the word allowance in this English sentence,allowance,,,,,,
V3R-5af49b1865f2,review shared surface receipt in mixed shop note before close,receipt,,,,,,
V3R-5b089d29f5e7,Please update the table field in the English settings panel,table,,,,,,
V3R-5b12473f2f5c,branch ledger: PAN entry ra nafa baaki milaaune,nafa,,,,,,
V3R-5b471e5f18a5,The warehouse status must remain pending until confirm,warehouse,,,,,,
V3R-5bd0d0791823,check rate once before posting — context unclear,rate,,,,,,
V3R-5c3a26e573eb,Please update the policy field in the English settings panel,policy,,,,,,
V3R-5c5e1d0bd7b2,aaja guarantee ko hisab milaaidim ra baaki clear gara,guarantee,,,,,,
V3R-5cc87c95846a,aaja search ko hisab milaaidim ra baaki clear gara,search,,,,,,
V3R-5d278b67cb1d,Please update the folder field in the English settings panel,folder,,,,,,
V3R-5dd3424ae32c,branch ledger: godown entry ra bhayo baaki milaaune,godown,,,,,,
V3R-5dd3a74c8a21,Filter by refund then print the ledger summary,refund,,,,,,
V3R-5e4c16199615,aaja limit ko hisab milaaidim ra baaki clear gara,limit,,,,,,
V3R-5f34fa981bc5,aaja key ko hisab milaaidim ra baaki clear gara,key,,,,,,
V3R-5f97277c5bab,check warning once before posting — context unclear,warning,,,,,,
V3R-5fbc83887d59,Filter by password then print the ledger summary,password,,,,,,
V3R-60114d7507c4,Please update the token field in the English settings panel,token,,,,,,
V3R-60315f0fc867,aaja file ko hisab milaaidim ra baaki clear gara,file,,,,,,
V3R-6069fbf05b7c,check base once before posting — context unclear,base,,,,,,
V3R-60aff549523a,Do not transliterate the word godown in this English sentence,godown,,,,,,
V3R-60b7c732f436,aaja series ko hisab milaaidim ra baaki clear gara,series,,,,,,
V3R-614265ee164f,Please update the term field in the English settings panel,term,,,,,,
V3R-620b2b646d51,Please update the alert field in the English settings panel,alert,,,,,,
V3R-624f6d880336,Sync failed for GST queue — retry after backup,GST,,,,,,
V3R-6353783e5260,aaja path ko hisab milaaidim ra baaki clear gara,path,,,,,,
V3R-635452f19c0d,aaja memo ko hisab milaaidim ra baaki clear gara,memo,,,,,,
V3R-636cd65b8174,review shared surface passport in mixed shop note before close,passport,,,,,,
V3R-640e2f1ac984,branch ledger: liability entry ra linchu baaki milaaune,linchu,,,,,,
V3R-643017426c00,check ratecard once before posting — context unclear,ratecard,,,,,,
V3R-65a240fdea0d,Filter by quantity then print the ledger summary,quantity,,,,,,
V3R-66918f84e41a,aaja account ko hisab milaaidim ra baaki clear gara,account,,,,,,
V3R-66bb25d5535a,Please update the warranty field in the English settings panel,warranty,,,,,,
V3R-66eec93dd493,review shared surface upc in mixed shop note before close,upc,,,,,,
V3R-66f9e864ad30,check card once before posting — context unclear,card,,,,,,
V3R-67109a22bf62,check stock once before posting — context unclear,stock,,,,,,
V3R-6756b5c8f4f3,aaja charge ko hisab milaaidim ra baaki clear gara,charge,,,,,,
V3R-676ab510d836,aaja value ko hisab milaaidim ra baaki clear gara,value,,,,,,
V3R-67dd148619d8,Do not transliterate the word voucher in this English sentence,voucher,,,,,,
V3R-67ee7f4c174e,aaja class ko hisab milaaidim ra baaki clear gara,class,,,,,,
V3R-6895c5a0dbeb,aaja line ko hisab milaaidim ra baaki clear gara,line,,,,,,
V3R-6913b6ce35eb,Do not transliterate the word fiscal in this English sentence,fiscal,,,,,,
V3R-69d7ec80fb40,check pricelist once before posting — context unclear,pricelist,,,,,,
V3R-6a302d10551d,branch ledger: capital entry ra bechyo baaki milaaune,bechyo,,,,,,
V3R-6a72776c0c35,Accounting staff asked about inventory settings in Ask MokXya,inventory,,,,,,
V3R-6ab92b6cb325,The markup status must remain pending until confirm,markup,,,,,,
V3R-6ba8c3a2e478,branch ledger: voucher entry ra bholi baaki milaaune,voucher,,,,,,
V3R-6c66ab38bd51,Please open the margin module and export the report,margin,,,,,,
V3R-6d3bda511205,Please open the invoice module and export the report,invoice,,,,,,
V3R-6d5a20105021,review shared surface lotno in mixed shop note before close,lotno,,,,,,
V3R-6d5b833dc4b2,aaja floor ko hisab milaaidim ra baaki clear gara,floor,,,,,,
V3R-6da2f0e315b2,check note once before posting — context unclear,note,,,,,,
V3R-6da4c28053e3,branch ledger: supplier entry ra bujhe baaki milaaune,supplier,,,,,,
V3R-6dab45b56d59,aaja book ko hisab milaaidim ra baaki clear gara,book,,,,,,
V3R-6e98d2112908,aaja link ko hisab milaaidim ra baaki clear gara,link,,,,,,
V3R-6f9c1449536a,check edge once before posting — context unclear,edge,,,,,,
V3R-7072e58eede1,check info once before posting — context unclear,info,,,,,,
V3R-70bb538103a1,Sync failed for loss queue — retry after backup,loss,,,,,,
V3R-710e647d3c50,check notice once before posting — context unclear,notice,,,,,,
V3R-71a4a7458588,Please open the freight module and export the report,freight,,,,,,
V3R-71e5df7596e1,branch ledger: pending entry ra tyasari baaki milaaune,tyasari,,,,,,
V3R-720e5bfae064,Please update the field field in the English settings panel,field,,,,,,
V3R-721f96c25d80,Accounting staff asked about tds settings in Ask MokXya,tds,,,,,,
V3R-72aa3bc9f50b,Accounting staff asked about po settings in Ask MokXya,po,,,,,,
V3R-72c387e38542,Keep wallet as Latin identity for the ERP toolbar label,wallet,,,,,,
V3R-73674a1d24c3,check class once before posting — context unclear,class,,,,,,
V3R-744f312652d3,The receivable status must remain pending until confirm,receivable,,,,,,
V3R-7452d219ed38,check range once before posting — context unclear,range,,,,,,
V3R-7461b4ce66fa,check token once before posting — context unclear,token,,,,,,
V3R-747e12ef179e,Filter by gateway then print the ledger summary,gateway,,,,,,
V3R-75252f1747f5,check mode once before posting — context unclear,mode,,,,,,
V3R-755e16dd8fa6,The import status must remain pending until confirm,import,,,,,,
V3R-7579e9c62958,Please update the lock field in the English settings panel,lock,,,,,,
V3R-765706eed332,Please update the cap field in the English settings panel,cap,,,,,,
V3R-7700b1636194,Please update the query field in the English settings panel,query,,,,,,
V3R-77acbe52e63b,Please update the mail field in the English settings panel,mail,,,,,,
V3R-77f712446449,Create a draft daily and leave it unposted,daily,,,,,,
V3R-78155611eaae,aaja label ko hisab milaaidim ra baaki clear gara,label,,,,,,
V3R-799475487163,branch ledger: approve entry ra kinabhane baaki milaaune,kinabhane,,,,,,
V3R-7a23c45c78e3,aaja passbook ko hisab milaaidim ra baaki clear gara,passbook,,,,,,
V3R-7b0a9361d4fe,aaja flag ko hisab milaaidim ra baaki clear gara,flag,,,,,,
V3R-7bcf99d7d0d8,check role once before posting — context unclear,role,,,,,,
V3R-7bdbe95c5b21,aaja info ko hisab milaaidim ra baaki clear gara,info,,,,,,
V3R-7bde06b2f2ad,check tag once before posting — context unclear,tag,,,,,,
V3R-7cd823dbe193,aaja choice ko hisab milaaidim ra baaki clear gara,choice,,,,,,
V3R-7ceae126d3ab,check menu once before posting — context unclear,menu,,,,,,
V3R-7d48e8893896,Please update the select field in the English settings panel,select,,,,,,
V3R-7d93b3d89327,branch ledger: weekly entry ra malai baaki milaaune,weekly,,,,,,
V3R-7e7796c5f299,The reconcile status must remain pending until confirm,reconcile,,,,,,
V3R-7f5e2f0e7f4f,branch ledger: discount entry ra pathau baaki milaaune,pathau,,,,,,
V3R-7f8405f06bc5,Do not transliterate the word grandtotal in this English sentence,grandtotal,,,,,,
V3R-7fd5b20ca763,Please update the error field in the English settings panel,error,,,,,,
V3R-808222af6ab0,check download once before posting — context unclear,download,,,,,,
V3R-80a23d89ce23,check link once before posting — context unclear,link,,,,,,
V3R-81411f288b18,aaja peak ko hisab milaaidim ra baaki clear gara,peak,,,,,,
V3R-8148eb5d2db1,Filter by depreciation then print the ledger summary,depreciation,,,,,,
V3R-81b9665fab2c,check alert once before posting — context unclear,alert,,,,,,
V3R-81c14c5cba0e,branch ledger: report entry ra gayo baaki milaaune,report,,,,,,
V3R-82b36e04336f,check group once before posting — context unclear,group,,,,,,
V3R-82d983729ce1,check cap once before posting — context unclear,cap,,,,,,
V3R-82e9289b901d,check cell once before posting — context unclear,cell,,,,,,
V3R-8392dd771d5a,Please update the clause field in the English settings panel,clause,,,,,,
V3R-844a7463f990,Please update the calendar field in the English settings panel,calendar,,,,,,
V3R-86390311eecb,check balance once before posting — context unclear,balance,,,,,,
V3R-866666f47a45,aaja bank ko hisab milaaidim ra baaki clear gara,bank,,,,,,
V3R-869937924425,branch ledger: configuration entry ra sabai baaki milaaune,configuration,,,,,,
V3R-86aa72402ba8,Do not transliterate the word transfer in this English sentence,transfer,,,,,,
V3R-872255c87e9c,check guarantee once before posting — context unclear,guarantee,,,,,,
V3R-873cb6c47870,Sync failed for dc queue — retry after backup,dc,,,,,,
V3R-876c54d68693,check lock once before posting — context unclear,lock,,,,,,
V3R-8952e58a4f56,aaja stamp ko hisab milaaidim ra baaki clear gara,stamp,,,,,,
V3R-89e52b618a3c,Filter by forecast then print the ledger summary,forecast,,,,,,
V3R-89efab1ab4fd,check path once before posting — context unclear,path,,,,,,
V3R-8abac211dd02,check duty once before posting — context unclear,duty,,,,,,
V3R-8b66144c1ddf,check hit once before posting — context unclear,hit,,,,,,
V3R-8bbf635c5ad3,Please update the bill field in the English settings panel,bill,,,,,,
V3R-8c9069ba07b7,check policy once before posting — context unclear,policy,,,,,,
V3R-8c9573584a9c,branch ledger: settings entry ra thorai baaki milaaune,thorai,,,,,,
V3R-8d4e000ffe9b,Create a draft charge and leave it unposted,charge,,,,,,
V3R-8da08d41d7e2,aaja group ko hisab milaaidim ra baaki clear gara,group,,,,,,
V3R-8db14f2446b0,branch ledger: vendor entry ra cha baaki milaaune,vendor,,,,,,
V3R-8db1cb68aee5,aaja ratecard ko hisab milaaidim ra baaki clear gara,ratecard,,,,,,
V3R-8e1c3100511f,check result once before posting — context unclear,result,,,,,,
V3R-8e2163043303,check root once before posting — context unclear,root,,,,,,
V3R-8e4efead3a46,check status once before posting — context unclear,status,,,,,,
V3R-8e93b2fdf513,Please update the book field in the English settings panel,book,,,,,,
V3R-8e9820580eee,Create a draft manager and leave it unposted,manager,,,,,,
V3R-8ea04ec2be46,check permission once before posting — context unclear,permission,,,,,,
V3R-8ea4fbbc84a1,aaja return ko hisab milaaidim ra baaki clear gara,return,,,,,,
V3R-8ef33a5bd025,check type once before posting — context unclear,type,,,,,,
V3R-8f442114ed7e,Accounting staff asked about upi settings in Ask MokXya,upi,,,,,,
V3R-90c6303d4852,check condition once before posting — context unclear,condition,,,,,,
