review_id,input_text,highlighted_span,candidate_index,candidate_surface,acceptability,reviewer_entered_candidate,notes
V3R-031a92ca68a7,aaja post ko hisab milaaidim ra baaki clear gara,post,1,post_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-031a92ca68a7,aaja post ko hisab milaaidim ra baaki clear gara,post,2,POST,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-031a92ca68a7,aaja post ko hisab milaaidim ra baaki clear gara,post,3,post,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-035b2c80b5b1,Do not transliterate the word audit in this English sentence,audit,0,audit,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-035b2c80b5b1,Do not transliterate the word audit in this English sentence,audit,1,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-03e8397435fb,Accounting staff asked about quarter settings in Ask MokXya,quarter,0,quarter,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-03e8397435fb,Accounting staff asked about quarter settings in Ask MokXya,quarter,1,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-043586fd5df0,Please update the label field in the English settings panel,label,0,LABEL,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-043586fd5df0,Please update the label field in the English settings panel,label,1,label,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-043586fd5df0,Please update the label field in the English settings panel,label,2,label_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-043586fd5df0,Please update the label field in the English settings panel,label,3,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-05105636435e,check bank once before posting — context unclear,bank,0,BANK,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05105636435e,check bank once before posting — context unclear,bank,1,bank,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05105636435e,check bank once before posting — context unclear,bank,2,bank_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05105636435e,check bank once before posting — context unclear,bank,3,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05242bb9eb94,check lot once before posting — context unclear,lot,0,LOT,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05242bb9eb94,check lot once before posting — context unclear,lot,1,lot_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05242bb9eb94,check lot once before posting — context unclear,lot,2,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05242bb9eb94,check lot once before posting — context unclear,lot,3,lot,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-057662827656,aaja cash ko hisab milaaidim ra baaki clear gara,cash,0,cash_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-057662827656,aaja cash ko hisab milaaidim ra baaki clear gara,cash,1,CASH,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-057662827656,aaja cash ko hisab milaaidim ra baaki clear gara,cash,2,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-057662827656,aaja cash ko hisab milaaidim ra baaki clear gara,cash,3,cash,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-05a7dc77b970,aaja pass ko hisab milaaidim ra baaki clear gara,pass,0,pass_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-05a7dc77b970,aaja pass ko hisab milaaidim ra baaki clear gara,pass,1,PASS,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-05a7dc77b970,aaja pass ko hisab milaaidim ra baaki clear gara,pass,2,pass,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-05a7dc77b970,aaja pass ko hisab milaaidim ra baaki clear gara,pass,3,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-05cb2a080641,check graph once before posting — context unclear,graph,0,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05cb2a080641,check graph once before posting — context unclear,graph,1,graph_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05cb2a080641,check graph once before posting — context unclear,graph,2,graph,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-05cb2a080641,check graph once before posting — context unclear,graph,3,GRAPH,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0606c086fc8e,aaja condition ko hisab milaaidim ra baaki clear gara,condition,0,condition,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0606c086fc8e,aaja condition ko hisab milaaidim ra baaki clear gara,condition,1,condition_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0606c086fc8e,aaja condition ko hisab milaaidim ra baaki clear gara,condition,2,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0606c086fc8e,aaja condition ko hisab milaaidim ra baaki clear gara,condition,3,CONDITION,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0614d057399a,check mail once before posting — context unclear,mail,0,mail_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0614d057399a,check mail once before posting — context unclear,mail,1,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0614d057399a,check mail once before posting — context unclear,mail,2,mail,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0614d057399a,check mail once before posting — context unclear,mail,3,MAIL,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0630f37bbd07,aaja balance ko hisab milaaidim ra baaki clear gara,balance,0,balance_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0630f37bbd07,aaja balance ko hisab milaaidim ra baaki clear gara,balance,1,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0630f37bbd07,aaja balance ko hisab milaaidim ra baaki clear gara,balance,2,BALANCE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0630f37bbd07,aaja balance ko hisab milaaidim ra baaki clear gara,balance,3,balance,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-07c7de2cb07c,check post once before posting — context unclear,post,0,post_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-07c7de2cb07c,check post once before posting — context unclear,post,1,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-07c7de2cb07c,check post once before posting — context unclear,post,2,post,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-07c7de2cb07c,check post once before posting — context unclear,post,3,POST,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-085639d1a2e2,aaja shift ko hisab milaaidim ra baaki clear gara,shift,0,SHIFT,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-085639d1a2e2,aaja shift ko hisab milaaidim ra baaki clear gara,shift,1,shift,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-085639d1a2e2,aaja shift ko hisab milaaidim ra baaki clear gara,shift,2,shift_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-085639d1a2e2,aaja shift ko hisab milaaidim ra baaki clear gara,shift,3,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0939753a1192,check agenda once before posting — context unclear,agenda,0,agenda,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0939753a1192,check agenda once before posting — context unclear,agenda,1,AGENDA,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0939753a1192,check agenda once before posting — context unclear,agenda,2,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0939753a1192,check agenda once before posting — context unclear,agenda,3,agenda_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0984a2cb9622,check folder once before posting — context unclear,folder,0,FOLDER,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0984a2cb9622,check folder once before posting — context unclear,folder,1,folder_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0984a2cb9622,check folder once before posting — context unclear,folder,2,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0984a2cb9622,check folder once before posting — context unclear,folder,3,folder,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-09bc92a74e9d,aaja select ko hisab milaaidim ra baaki clear gara,select,0,SELECT,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-09bc92a74e9d,aaja select ko hisab milaaidim ra baaki clear gara,select,1,select_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-09bc92a74e9d,aaja select ko hisab milaaidim ra baaki clear gara,select,2,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-09bc92a74e9d,aaja select ko hisab milaaidim ra baaki clear gara,select,3,select,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0a239fdca995,branch ledger: restore entry ra thulo baaki milaaune,restore,0,thulo,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0a239fdca995,branch ledger: restore entry ra thulo baaki milaaune,restore,1,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0a239fdca995,branch ledger: restore entry ra thulo baaki milaaune,restore,2,restore,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0b0f93368279,check passbook once before posting — context unclear,passbook,0,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0b0f93368279,check passbook once before posting — context unclear,passbook,1,PASSBOOK,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0b0f93368279,check passbook once before posting — context unclear,passbook,2,passbook,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0b0f93368279,check passbook once before posting — context unclear,passbook,3,passbook_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0b6374e79a5a,aaja debit ko hisab milaaidim ra baaki clear gara,debit,0,DEBIT,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0b6374e79a5a,aaja debit ko hisab milaaidim ra baaki clear gara,debit,1,debit_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0b6374e79a5a,aaja debit ko hisab milaaidim ra baaki clear gara,debit,2,debit,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0b6374e79a5a,aaja debit ko hisab milaaidim ra baaki clear gara,debit,3,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0bbf177ddeb6,Please update the cash field in the English settings panel,cash,0,cash_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0bbf177ddeb6,Please update the cash field in the English settings panel,cash,1,CASH,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0bbf177ddeb6,Please update the cash field in the English settings panel,cash,2,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0bbf177ddeb6,Please update the cash field in the English settings panel,cash,3,cash,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0c2c18712298,check flag once before posting — context unclear,flag,0,flag,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c2c18712298,check flag once before posting — context unclear,flag,1,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c2c18712298,check flag once before posting — context unclear,flag,2,flag_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c2c18712298,check flag once before posting — context unclear,flag,3,FLAG,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c3f8305c233,Create a draft payroll and leave it unposted,payroll,0,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0c3f8305c233,Create a draft payroll and leave it unposted,payroll,1,payroll,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0c6bafa4fe74,check rule once before posting — context unclear,rule,0,rule_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c6bafa4fe74,check rule once before posting — context unclear,rule,1,RULE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c6bafa4fe74,check rule once before posting — context unclear,rule,2,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0c6bafa4fe74,check rule once before posting — context unclear,rule,3,rule,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0cbfbbc5f37e,Please update the node field in the English settings panel,node,0,node,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0cbfbbc5f37e,Please update the node field in the English settings panel,node,1,NODE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0cbfbbc5f37e,Please update the node field in the English settings panel,node,2,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0cbfbbc5f37e,Please update the node field in the English settings panel,node,3,node_alt,INCORRECT,,Alternate form adds noise; original surface is the correct choice here. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0cee521fe329,Sync failed for creditnote queue — retry after backup,creditnote,0,creditnote,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0cee521fe329,Sync failed for creditnote queue — retry after backup,creditnote,1,NONE_ACCEPTABLE,INCORRECT,,Alternative surface diverges from the natural form for this context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:not_acceptable_to_incorrect
V3R-0d615e158fd1,check bag once before posting — context unclear,bag,0,BAG,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0d615e158fd1,check bag once before posting — context unclear,bag,1,bag,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0d615e158fd1,check bag once before posting — context unclear,bag,2,NONE_ACCEPTABLE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0d615e158fd1,check bag once before posting — context unclear,bag,3,bag_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0d9a9bec6c99,check file once before posting — context unclear,file,0,FILE,CANNOT_DECIDE,,Cannot compare alternative surfaces without clearer context. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
V3R-0d9a9bec6c99,check file once before posting — context unclear,file,1,file_alt,CANNOT_DECIDE,,Alternate form might work but the sentence context is not clear. | OPTION_A_MECHANICAL_REMAP_FROM_GENSPARK_LABELS:blank_or_abstain_to_cannot_decide
